F,b,bootstrap_num,c,t1
10.236526235387217,-14.03842501927416,0,7.973626618816898,30.74848574799134
26.006506953673608,-8.848855387721263,1,3.786703548288406,37.9759306639574
38.69053608734387,-14.13851018985518,2,0.81721513623777,35.754604285608025
4.774326756906618,-8.347550936676223,3,11.13049114963367,22.182513910201052
0.7826925530815743,-1.1330255915229017,4,15.632191381876403,49.48063338180994
3.385749847311317,-14.739845218202893,5,12.58736356522585,50.758365886527244
3.069908065761794,-11.566869200133995,6,12.987741387422192,52.3087581284434
17.017596263235603,-10.837685535594447,7,7.398758598883315,40.77882925722204
27.421423393374084,-6.891442378011123,8,3.8485929236956706,38.85208341364917
23.029412642744944,-14.251862189852849,9,5.508117789920474,36.72108985519107
12.117056682057381,-11.05538275852857,10,7.872940402010187,40.47246691932472
21.973821074616424,-10.793421830859602,11,4.802810137062918,37.3167484435608
12.927407490669495,-17.95334336794592,12,7.799868630436791,32.44106541690137
5.01656936638598,-6.90429885113621,13,11.720557442504898,4.559570424634089
24.506371860558232,-4.047520519822035,14,4.4130684730561365,40.44253719521622
14.552288660778217,-11.507444267227973,15,7.782286200158106,30.459060880519033
24.00370123353356,-18.430641849844484,16,5.475640196795406,22.687919060032314
12.464170714229283,-8.003507610940632,17,7.757926028605788,40.12003911938923
22.245847183906562,-12.22951803863769,18,4.647174134703935,56.46728348734084
16.912390128872048,-0.33297019683962503,19,7.021661620410768,40.36145095488604
10.005834000820329,-9.707587993219079,20,7.923549979116606,56.493223012445505
28.64111505213714,-18.527743835372426,21,3.6065316640754186,38.03024919491071
25.10244628960008,-7.0243222878132965,22,3.953852492389631,39.266624298845
17.62839590344555,-17.86199343380091,23,5.046709787224923,52.95316914068826
3.572001545435384,-15.827229716576865,24,12.654814391667946,12.332936339742247
42.87822662777412,-6.602171781016734,25,1.144416657202063,23.272090021312437
38.353455424764405,-0.13790095719777362,26,2.6379089004351486,13.949547069935747
23.990326576008613,-16.818993182045197,27,5.483074969099066,31.961742566602865
36.171175228223085,-4.891161740736023,28,3.342197903280719,25.338564592499722
26.58025086520219,-10.162160608403376,29,5.5802160542476,35.14149873820206
49.666537803281194,-14.630617822949993,30,1.408359549970395,1.915871705579562
14.30707091898502,-9.816664916172355,31,7.854482949506525,27.59851637572295
4.121999535240093,-5.080379881723724,32,12.096246958777757,18.46783010271743
46.89468851573313,-13.662262303363843,33,1.5583337480811865,11.309347621078217
5.523215021192954,-19.074269899781257,34,10.312609391582173,52.25986017253742
37.728396934981326,-0.1265825193544572,35,3.1388286694405854,4.740164191816902
3.0002601893578884,-13.711315753963548,36,12.298807694331948,52.224420207173985
5.52530227693039,-8.962673951028199,37,10.418092909162379,23.92396604459087
7.690173532242582,-12.318102254388364,38,9.587731172698245,27.39562058134068
13.994387532306291,-9.922021732124879,39,7.110223835244389,40.54596237127198
40.72550073090194,-12.255709710621371,40,1.1313310522827913,24.597529379244037
25.991192713590678,-13.837020380385717,41,5.46861397110624,12.154752347655815
4.781175445169907,-5.095809327326433,42,12.126588044834197,5.880045606986116
13.836453830254513,-11.266971613262843,43,7.110764214983389,58.27083583670044
5.33071564498097,-12.924395304546836,44,11.80535571518071,3.4805413647288077
11.228237959212294,-15.213293652836981,45,7.9797009283364195,34.03144545330541
5.295002800027731,-13.316909542420126,46,12.148942884827408,57.278264567590675
20.466717644001534,-11.789172132296809,47,4.6889759549034515,61.19320334901021
28.140156371818122,-11.115212459376659,48,3.588968079365329,37.524608212846104
28.664974266495094,-0.19987769811066158,49,5.366410538026766,19.45474087074048
