F,b,bootstrap_num,c,t1
114.29122721774957,-17.619985626909553,0,-0.8035798615986744,-50.19982343683935
37.12147534794621,-14.678375735533375,1,1.98626069840514,36.69022507192773
52.100171465412856,-0.5680872938823853,2,-0.008783334270340282,17.528874144923847
76.63191130348062,-16.70538986097239,3,-1.3270717148774036,-3.202551830058084
38.40132251694687,-12.031671601590691,4,0.8170350276913041,34.84461925223971
41.31753195508725,-18.90608864910765,5,1.0948478422829977,34.55564984521446
33.46942278827298,-12.067966935229578,6,3.3709924661120216,34.09352643859411
41.184374646740686,-9.557000814938748,7,2.533875239953398,24.304806384837462
111.22181069434107,-19.851057993462305,8,0.3699939975949307,-53.148415893524685
43.45153264605145,-13.459638652194988,9,9.058792783129576,-53.13708897003269
56.72969383375135,-17.53681105560156,10,7.874902124849703,-55.81063976956932
124.10337232112366,-11.093455541354597,11,-1.0120563953959993,-55.42245978909756
73.4154437808912,-18.49724796486167,12,-1.0962836559031408,-3.495754866824626
37.658039786653,-10.650476469368307,13,2.1712668679356395,34.95223613484613
61.95794558894254,-4.806168754421812,14,1.199958858703909,-3.7539406429862936
108.39903450644712,-17.121878705124224,15,0.49237041056153785,-53.7058972332172
37.979405778239496,-15.746635741461162,16,1.0876712364742969,36.34481212455415
66.41462275752824,-17.16765490444811,17,0.45003804755255894,-3.7848017229736257
45.11500614077066,-11.523380639452988,18,2.399902680797117,17.28292149460063
95.28616903267539,-14.891415967278029,19,2.1745961566565497,-49.81108323784579
74.97345099373769,-12.847402322774844,20,-1.1687777821783707,-3.3207398333559297
66.77101258528785,-18.11563449185147,21,0.40880855811729067,-3.621184151630061
74.85788859205812,-10.673838256939277,22,-1.3442692866167172,-3.8774858055408146
41.99774630745105,-7.973604579226037,23,0.41478407512531845,35.24496368626693
66.08815412852158,-9.655627597219514,24,0.3778015143246716,-3.8813037702576025
101.38390348923974,-9.165308872156677,25,2.1923627433481085,-53.80217750742378
39.35226460530481,-15.56828994663304,26,1.1916091062485812,34.67179431881047
92.79399511743028,-8.783268526331106,27,2.16657038450776,-49.59249732313171
35.67871358448849,-10.859916991549623,28,2.208430477032086,36.654533619002294
42.30007184408894,-13.272544879514262,29,8.855808476146354,-53.73715716443294
74.21286118616706,-12.28733904031137,30,-1.5676585666990372,-2.034596277644283
73.92305213309099,-10.009461476131571,31,-1.3583906994919237,-3.398851581021617
121.82917376102706,-19.746651700531203,32,-0.9364713149793535,-56.80069339239569
63.758632128910754,-8.478525984659518,33,0.31968088206837386,-3.61354125281062
115.7543987459095,-10.312564283597954,34,-0.7542416846328615,-49.747853154200726
75.73501168298836,-19.13268108073604,35,-1.3212432962590837,-3.01645724077747
95.65182422745802,-10.950280433856133,36,2.1694078310830145,-49.315490752377315
62.35441331776986,-17.26560554961572,37,1.2185007795239233,-3.5439780489836323
62.24164328329933,-10.367721970662984,38,1.2386070012248562,-3.808683103174701
102.24578439738889,-11.996309875611859,39,2.1998083339275,-54.46639155747525
102.61395368169002,-18.57097408345811,40,2.1100843572746775,-52.15548300155194
40.10139178403593,-15.448936652537622,41,0.7966932482168398,33.98291609352748
54.818482359779075,-0.7755997142083597,42,-0.7697265681290033,16.493629267275935
68.8171866428915,-8.976609543390591,43,1.005108293140966,-3.161579547197462
55.1908272432768,-16.444142110860447,44,-0.7520716749137291,16.049470694117986
45.82620264347281,-13.564557677382167,45,1.0821878206129454,26.44637422423925
66.08229532615348,-13.560912960148814,46,0.6139879219090205,-3.071496926555824
43.917791815358754,-14.367273222761856,47,2.3025778366882466,17.794090847874088
90.3635283226768,-10.892856145018508,48,2.4974190536770635,-49.35971509833786
135.7698860103045,-6.788683139435485,49,-2.572085194493734,-61.82935316239036
