F,b,bootstrap_num,c,t1
128.42091254736778,-5.953040678704626,0,4.983795339573371,-42.75707354591876
158.1805671450486,-11.287287000926217,1,4.771110252485766,-66.03817904350959
129.59896804806314,-4.315351366806186,2,4.7333565692254,-40.11662521491701
148.45286697822496,-16.487608430416206,3,4.616700227806114,-60.66437485068519
127.70049155598807,-0.9074373543886605,4,6.223568415751723,-56.85265502433171
115.12606708551358,-11.756096405445376,5,6.053736612711735,-39.967199169807884
62.85938722326885,-6.9042890563607,6,9.720594090020708,19.779787200154956
57.81121165792913,-6.715523956889349,7,9.399424843461034,20.25471190095388
87.14314018769858,-10.909891158200296,8,7.5114095122376545,-11.362775574135071
145.43295764004677,-12.155317045204537,9,4.643115867036052,-58.985917514907584
122.04764285605265,-14.17838049596479,10,5.452303654681123,-42.829737331237254
49.68524259847664,-13.311485989874946,11,11.222406079874725,16.503204182054304
128.1846498153099,-18.98048998055572,12,4.703118027002029,-39.98024350747667
120.06469857037865,-8.560965343143266,13,6.082630934748434,-38.621558076564554
118.90154562351006,-3.7311431352384616,14,6.255483970465836,-41.364448494307794
21.785054817256167,-6.127189181617867,15,13.663341953962494,53.018020419212526
139.03104827079903,-8.136174815071834,16,5.485413118255411,-60.466143711626785
118.19687025284907,-6.051054398458624,17,4.92060112933328,-29.029230795234355
116.53729853534071,-14.060369503453217,18,4.73034808651176,-29.988413652383485
87.21364468502172,-19.286278838334738,19,7.444797586839158,-11.639587639184157
142.88624957654804,-7.762118228124127,20,4.714340094885106,-57.315596901734125
128.66200046986896,-12.831948233912076,21,4.612071439679887,-42.52101257048659
123.82898037571294,-18.7588100642402,22,6.559560157713973,-47.80448018012862
20.657803961675768,-7.954802951845561,23,13.746869547768192,53.77655017267494
28.821897826245817,-11.472154251570055,24,11.955695711717585,61.4342006983674
49.31543234736211,-0.15997623198812505,25,13.555370723959847,-10.697237304172802
122.89857968939226,-18.73366476932523,26,6.5671908595531185,-44.441856341768016
126.23551922857095,-9.077623806074968,27,5.412691150531057,-43.46246596419772
111.48594298226575,-9.057551609853052,28,6.641751343250513,-40.31526293352846
143.42628683747768,-6.489320716894198,29,4.767822378390729,-56.22115028538468
29.546824598009053,-17.26267935024362,30,13.674872455413356,52.53373951660343
112.82920388120196,-1.0090172515066556,31,6.840332938205329,-48.45644921905392
120.42058813204977,-16.347554732366447,32,6.62793042678479,-43.89856906309399
112.16287398650498,-7.813994463683831,33,7.984926310750584,-48.55381786483005
12.898775112876066,-0.38222947092759085,34,16.492897017368435,54.83948934887261
145.57335504724713,-6.016231485390218,35,4.684935501162424,-58.80376355000706
128.43868392683854,-12.772732641042175,36,4.6326917654307636,-40.84509942916378
119.66739508074761,-17.888341457014803,37,4.587776420129785,-31.15116200605692
128.15456555207973,-17.953427246622383,38,4.727923081736329,-44.19715533448783
126.07478648743582,-17.804904296130548,39,5.395657659392006,-44.57697990535408
120.90316300949142,-13.48096273292961,40,4.820418519691804,-29.019720502293467
140.49670377251206,-11.017802748120468,41,4.667555215754127,-53.440213572110736
130.58104572821523,-16.287362264601228,42,4.613209272371432,-43.36158680909523
103.88303958848704,-16.69931502733055,43,8.144064452978517,-48.685849525671756
122.70071668666331,-10.031196487742886,44,4.897343418367539,-32.6777283878925
72.46195450300348,-18.577906176978416,45,9.414100041993635,-9.527368281853413
153.18758282991178,-19.773157400175936,46,4.737642115472374,-65.46589431659709
119.08494773276354,-16.4557045536979,47,5.430833480227792,-39.82551710797938
133.667576302643,-14.326450947697463,48,4.72469523652852,-47.034631762166725
146.48366852142857,-10.6690480370383,49,4.640757295233511,-59.443227936896335
