F,b,bootstrap_num,c,t1
116.35554629078368,-6.9960795505583135,0,-37.29950858908255,-8.616726296265227
11.11312091039241,-10.854341726233022,1,7.854345385455453,-34.395885445013704
5.530290007497143,-17.288777755945897,2,8.438228746631305,71.30621281443197
24.23367714929101,-11.942774807103934,3,2.422430872530057,65.23090995350228
49.22932569689635,-11.615801662090274,4,-1.7106904968468617,29.345465977478923
33.574335680346806,-14.331288365400772,5,-1.8215454575399581,62.02469420353484
10.849388866657009,-6.94009633168208,6,7.997352231726396,-57.74791342047112
56.450116493002426,-10.3480322621031,7,0.6538956120763273,-26.155455160710147
141.27819253158054,-18.562686133127613,8,-32.55271419309397,-31.9641794388385
9.753677531132865,-6.461404850937669,9,8.278146532614084,-38.477683687588296
28.378095844321933,-6.1727888741739045,10,-2.1502036789345427,68.35403922818236
33.60722884543054,-6.776556255673311,11,0.9790664668225646,64.32177990744886
22.428570142038183,-11.325402030336676,12,-1.9610813459400467,74.06010114131166
26.511841764284796,-15.473403119449339,13,1.9018164284186567,65.26808320213124
31.612021027446644,-13.8311002253345,14,5.835097498294839,-62.58394366063277
26.87814353283254,-17.21914298505395,15,-1.6454080122235426,74.41989066380872
34.65545187323697,-13.162487616757286,16,5.465748613942245,-64.28766839729451
81.27183058170272,-16.059258035088227,17,-1.7573761902067109,-31.726607884459014
16.193082317608983,-8.473350782043012,18,6.767216688053567,-42.9239060503121
27.533891296986425,-19.71367956020884,19,5.53969377927519,-47.53504647176257
28.601795119111046,-9.83784467272354,20,5.488606129311114,-46.2197855103077
9.86236777140796,-11.822532583328071,21,6.932348865689731,72.15304850919122
23.952329915510106,-14.402788738512612,22,6.801608858019326,-63.9777019846247
137.81556244434233,-19.21431853105433,23,-11.663281004677838,-40.128267113199826
111.43275053086667,-17.51304998936222,24,-5.2129602556612475,-40.03883268058209
9.781717308294802,-13.699200426108163,25,7.019134907111601,72.91753389764186
26.913598379041574,-16.011783374404036,26,0.7902418628834562,66.6123696470321
30.46984865052707,-14.361924631307962,27,-0.9018344173080228,71.53192782608994
73.13748571862548,-10.930985524668134,28,-32.97217580270465,37.29718429382194
77.41153556594573,-17.766378081805918,29,1.6697588985816303,-64.78104981405127
24.587273824661878,-8.14938723478297,30,-1.5654024187994886,74.03171480869106
169.52182445549371,-16.159234303371946,31,-33.19192561089188,-60.07050457759581
33.7102180027934,-0.5945720707740083,32,4.7657826713986,-41.733191804310195
57.75750906224738,-7.162188702767336,33,-13.845824823180635,45.57316491106273
70.24151433904072,-9.185899146605696,34,-2.466300997796256,9.580980749635415
13.553533026740922,-6.464940595722412,35,8.076366423648762,-46.31522733936842
34.94423394213784,-0.12155845463748349,36,6.384441467164126,-7.363389327582951
79.45024922169178,-14.268117558201741,37,-1.8761183464319486,-19.092766160983786
23.902455368910992,-9.98727519551748,38,2.5450480896859418,65.26939944063446
49.00433427360059,-15.158334031224117,39,-1.7081472513667595,30.32010714076968
31.832729489844212,-7.306815291201037,40,-0.7252010487748206,72.4729915214139
96.96592599334477,-12.040665646846644,41,-2.014338988968134,-43.70813375307293
21.390218416652246,-15.180053374153786,42,6.430640627830209,-47.25401949224465
22.908923962870475,-5.388496367613767,43,2.5425920082919773,65.83542850319499
9.749802084283516,-14.483450419782885,44,7.0085622348912135,72.4317340022503
36.2884853788787,-11.72026972725218,45,-1.9313137334581065,60.06714248044251
35.193939039235644,-9.704706158023594,46,-1.853395574142258,62.701933162398234
92.62137971662412,-17.428579143251156,47,-1.9062508853524118,-41.91192498781646
26.649005788810797,-5.455732736392798,48,-1.4221954482460275,74.49575436854452
24.56547787764353,-16.86495626857087,49,2.362949289195737,65.75416328025389
